"id","name","type","parent_id"
"160121","Miranda","3","1601"
"170314","Lama de Arcos","3","1703"
"160209","Dem","3","1602"
"160150","Vila Fonche","3","1601"
"160134","Arcos de Valdevez (São Salvador)","3","1601"
"170615","Montalegre","3","1706"
"170630","Sezelhe","3","1706"
"040212","Donai","3","0402"
"170613","Meixedo","3","1706"
"160712","Cabração","3","1607"
"170631","Solveira","3","1706"
"040208","Castrelos","3","0402"
"160114","Giela","3","1601"
"160604","Britelo","3","1606"
"160126","Parada","3","1601"
"040243","São Julião de Palácios","3","0402"
"170606","Covelães","3","1706"
"111102","Algueirão-Mem Martins","3","1111"
"111601","Caneças","3","1116"
"111109","Sintra (Santa Maria e São Miguel)","3","1111"
"110706","Frielas","3","1107"
"110717","Unhos","3","1107"
"110715","São João da Talha","3","1107"
"111111","Sintra (São Martinho)","3","1111"
"070204","São Gregório","3","0702"
"150701","Canha","3","1507"
"070301","Borba (Matriz)","3","0703"
"070406","Estremoz (Santo André)","3","0704"
"070201","Arraiolos","3","0702"
"071402","Ciladas","3","0714"
"111105","Colares","3","1111"
"070608","Cortiçadas de Lavre","3","0706"
"070401","Arcos","3","0704"
"110713","Santa Iria de Azoia","3","1107"
"070602","Lavre","3","0706"
"111114","Pêro Pinheiro","3","1111"
"111406","Póvoa de Santa Iria","3","1114"
"110707","Loures","3","1107"
"070408","São Bento do Ameixial","3","0704"
"110714","Santo Antão do Tojal","3","1107"
"120703","Assunção","3","1207"
"111411","Forte da Casa","3","1114"
"120710","Vila Boim","3","1207"
"140905","Branca","3","1409"
"111106","Montelavar","3","1111"
"110716","São Julião do Tojal","3","1107"
"070411","São Domingos de Ana Loura","3","0704"
"111103","Almargem do Bispo","3","1111"
"120709","Terrugem","3","1207"
"111113","Terrugem","3","1111"
"111408","Vialonga","3","1114"
"070701","Brotas","3","0707"
"110705","Fanhões","3","1107"
"140908","Santana do Mato","3","1409"
"070412","São Lourenço de Mamporcão","3","0704"
"110708","Lousa","3","1107"
"110912","Santo Estêvão das Galés","3","1109"
"140503","Santo Estêvão","3","1405"
"070206","Vimieiro","3","0702"
"070302","Orada","3","0703"
"120707","São Brás e São Lourenço","3","1207"
"110903","Cheleiros","3","1109"
"111410","Sobralinho","3","1114"
"111110","São João das Lampas","3","1111"
"070405","Santa Vitória do Ameixial","3","0704"
"111402","Alverca do Ribatejo","3","1114"
"111401","Alhandra","3","1114"
"110702","Bucelas","3","1107"
"070409","São Bento de Ana Loura","3","0704"
"110917","São Miguel de Alcainça","3","1109"
"110908","Igreja Nova","3","1109"
"111404","Calhandriz","3","1114"
"110910","Malveira","3","1109"
"140502","Samora Correia","3","1405"
"110916","Venda do Pinheiro","3","1109"
"070407","Santo Estêvão","3","0704"
"120711","Vila Fernando","3","1207"
"070410","São Bento do Cortiço","3","0704"
"131008","Cete","3","1310"
"130721","São Nicolau","3","1307"
"131502","Campo","3","1315"
"130806","Matosinhos","3","1308"
"130205","Gestaçô","3","1302"
"131135","Urrô","3","1311"
"170805","Loureiro","3","1708"
"131109","Duas Igrejas","3","1311"
"130810","Senhora da Hora","3","1308"
"130408","Rio Tinto","3","1304"
"170501","Atei","3","1705"
"030231","Faria","3","0302"
"030403","Arco de Baúlhe","3","0304"
"030357","Tebosa","3","0303"
"030228","Cristelo","3","0302"
"171306","Gouvães da Serra","3","1713"
"171227","Vales","3","1712"
"030303","Arentim","3","0303"
"030736","Vinhós","3","0307"
"030849","Sande (São Clemente)","3","0308"
"030216","Cambeses","3","0302"
"030404","Basto","3","0304"
"030350","Penso (São Vicente)","3","0303"
"040509","Chacim","3","0405"
"030215","Barqueiros","3","0302"
"041004","Carvalho de Egas","3","0410"
"130526","Vilar do Torno e Alentém","3","1305"
"171409","Folhadela","3","1714"
"040904","Cardanha","3","0409"
"130112","Fregim","3","1301"
"131613","Labruge","3","1316"
"130121","Lufrei","3","1301"
"040301","Amedo","3","0403"
"131402","Água Longa","3","1314"
"130516","Nogueira","3","1305"
"130507","Covas","3","1305"
"130612","Avioso (São Pedro)","3","1306"
"130512","Macieira","3","1305"
"040310","Mogo de Malta","3","0403"
"131629","Vilar","3","1316"
"131412","Lamelas","3","1314"
"171404","Arroios","3","1714"
"131805","Coronado (São Romão)","3","1318"
"041003","Candoso","3","0410"
"171420","Parada de Cunhos","3","1714"
"171407","Constantim","3","1714"
"040809","Meirinhos","3","0408"
"130123","Mancelos","3","1301"
"130908","Freamunde","3","1309"
"171012","São Martinho de Antas","3","1710"
"170102","Amieiro","3","1701"
"031005","Chamoim","3","0310"
"040226","Outeiro","3","0402"
"160928","Santa Marta de Portuzelo","3","1609"
"170332","São Julião de Montenegro","3","1703"
"170311","Eiras","3","1703"
"160747","Rebordões (Souto)","3","1607"
"160937","Vila Mou","3","1609"
"031314","Duas Igrejas","3","0313"
"160745","Seara","3","1607"
"160750","Vitorino das Donas","3","1607"
"170625","Reigoso","3","1706"
"160709","Boalhosa","3","1607"
"160744","Rebordões (Santa Maria)","3","1607"
"170215","Sapiãos","3","1702"
"171226","Tinhela","3","1712"
"031322","Gondomar","3","0313"
"170635","Vila da Ponte","3","1706"
"031008","Covide","3","0310"
"171210","Fiães","3","1712"
"040214","Failde","3","0402"
"170204","Bobadela","3","1702"
"170324","Redondelo","3","1703"
"170351","Madalena","3","1703"
"031356","Valões","3","0313"
"170350","Santa Maria Maior","3","1703"
"140907","Biscainho","3","1409"
"110902","Carvoeira","3","1109"
"121103","Santo Aleixo","3","1211"
"070704","Pavia","3","0707"
"140504","Barrosa","3","1405"
"111407","São João dos Montes","3","1114"
"110203","Cardosas","3","1102"
"110907","Gradil","3","1109"
"110204","Santiago dos Velhos","3","1102"
"111403","Cachoeiras","3","1114"
"121504","Sousel","3","1215"
"110914","Sobral da Abelheira","3","1109"
"110905","Enxara do Bispo","3","1109"
"070703","Mora","3","0707"
"120708","São Vicente e Ventosa","3","1207"
"110913","Santo Isidoro","3","1109"
"110202","Arruda dos Vinhos","3","1102"
"110105","Cadafais","3","1101"
"140501","Benavente","3","1405"
"111409","Vila Franca de Xira","3","1114"
"110901","Azueira","3","1109"
"111203","Sobral de Monte Agraço","3","1112"
"110904","Encarnação","3","1109"
"111317","Turcifal","3","1113"
"141502","Marinhais","3","1415"
"141504","Salvaterra de Magos","3","1415"
"111305","Dois Portos","3","1113"
"110307","Vila Nova da Rainha","3","1103"
"111303","Carmões","3","1113"
"141501","Glória do Ribatejo","3","1415"
"110116","Ribafria","3","1101"
"120803","São Saturnino","3","1208"
"111312","Runa","3","1113"
"111318","Ventosa","3","1113"
"120305","Ervedal","3","1203"
"140902","Couço","3","1409"
"110112","Alenquer (Triana)","3","1101"
"141506","Granho","3","1415"
"140903","São José da Lamorosa","3","1409"
"111304","Carvoeira","3","1113"
"110103","Aldeia Gavinha","3","1101"
"111314","São Pedro da Cadeira","3","1113"
"120402","Nossa Senhora da Graça dos Degolados","3","1204"
"120306","Figueira e Barros","3","1203"
"111307","Matacães","3","1113"
"110107","Meca","3","1101"
"120403","São João Baptista","3","1204"
"121102","Monforte","3","1211"
"110108","Olhalvo","3","1101"
"110304","Azambuja","3","1103"
"120302","Aldeia Velha","3","1203"
"110302","Aveiras de Baixo","3","1103"
"111310","Ponte do Rol","3","1113"
"141503","Muge","3","1415"
"110306","Vale do Paraíso","3","1103"
"110102","Aldeia Galega da Merceana","3","1101"
"111309","Monte Redondo","3","1113"
"120802","Fronteira","3","1208"
"111316","Silveira","3","1113"
"140608","Vale da Pedra","3","1406"
"110113","Ventosa","3","1101"
"120801","Cabeço de Vide","3","1208"
"120201","Assunção","3","1202"
"140304","Raposa","3","1403"
"120304","Benavila","3","1203"
"120303","Avis","3","1203"
"121104","Vaiamonte","3","1211"
"140603","Lapa","3","1406"
"110303","Aveiras de Cima","3","1103"
"110104","Cabanas de Torres","3","1101"
"140302","Benfica do Ribatejo","3","1403"
"111308","Maxial","3","1113"
"140604","Pontével","3","1406"
"110109","Ota","3","1101"
"140605","Valada","3","1406"
"140602","Ereira","3","1406"
"140606","Vale da Pinta","3","1406"
"110114","Vila Verde dos Francos","3","1101"
"110101","Abrigada","3","1101"
"121101","Assumar","3","1211"
"111301","A dos Cunhados","3","1113"
"111311","Ramalhal","3","1113"
"111320","Maceira","3","1113"
"140601","Cartaxo","3","1406"
"111319","Outeiro da Cabeça","3","1113"
"120203","Mosteiros","3","1202"
"140303","Fazendas de Almeirim","3","1403"
"110410","Vilar","3","1104"
"120202","Esperança","3","1202"
"110309","Maçussa","3","1103"
"121302","Montargil","3","1213"
"140607","Vila Chã de Ourique","3","1406"
"141625","Vale de Santarém","3","1416"
"110808","Vimeiro","3","1108"
"121301","Galveias","3","1213"
"121304","Foros de Arrão","3","1213"
"120308","Valongo","3","1203"
"111302","Campelos","3","1113"
"110806","Santa Bárbara","3","1108"
"140706","Parreira","3","1407"
"110810","Ribamar","3","1108"
"120103","Seda","3","1201"
"110809","Marteleira","3","1108"
"141616","Póvoa da Isenta","3","1416"
"141612","Santarém (Marvila)","3","1416"
"110308","Vila Nova de São Pedro","3","1103"
"140301","Almeirim","3","1403"
"110408","Pêro Moniz","3","1104"
"110405","Lamas","3","1104"
"110305","Manique do Intendente","3","1103"
"141620","Santarém (São Nicolau)","3","1416"
"110802","Miragaia","3","1108"
"110301","Alcoentre","3","1103"
"110403","Cercal","3","1104"
"110811","Atalaia","3","1108"
"110402","Cadaval","3","1104"
"120101","Alter do Chão","3","1201"
"100504","Vale Covo","3","1005"
"110803","Moita dos Ferreiros","3","1108"
"141606","Almoster","3","1416"
"141414","Assentiz","3","1414"
"141619","Santa Iria da Ribeira de Santarém","3","1416"
"141406","Marmeleira","3","1414"
"121410","Urra","3","1214"
"141402","Arrouquelas","3","1414"
"110407","Peral","3","1104"
"141621","Santarém (São Salvador)","3","1416"
"121307","Tramaga","3","1213"
"121306","Vale de Açor","3","1213"
"120102","Chancelaria","3","1201"
"100501","Bombarral","3","1005"
"141404","Azambujeira","3","1414"
"121402","Alegrete","3","1214"
"110404","Figueiros","3","1104"
"110801","Lourinhã","3","1108"
"110409","Vermelha","3","1104"
"110401","Alguber","3","1104"
"141613","Moçarria","3","1416"
"141609","Azoia de Baixo","3","1416"
"140702","Chouto","3","1407"
"141412","Ribeira de São João","3","1414"
"141413","Malaqueijo","3","1414"
"110805","Reguengo Grande","3","1108"
"121409","Sé","3","1214"
"141410","Asseiceira","3","1414"
"110406","Painho","3","1104"
"121408","São Lourenço","3","1214"
"141617","Póvoa de Santarém","3","1416"
"141627","Várzea","3","1416"
"141409","São João da Ribeira","3","1414"
"110807","São Bartolomeu dos Galegos","3","1108"
"121405","Reguengo","3","1214"
"110804","Moledo","3","1108"
"141605","Alcanhões","3","1416"
"120603","Flor da Rosa","3","1206"
"140705","Vale de Cavalos","3","1407"
"100607","Landal","3","1006"
"141624","Vale de Figueira","3","1416"
"141618","Romeira","3","1416"
"120104","Cunheira","3","1201"
"100502","Carvalhal","3","1005"
"141403","Arruda dos Pisões","3","1414"
"100601","A dos Francos","3","1006"
"120601","Aldeia da Mata","3","1206"
"100505","Pó","3","1005"
"121407","São Julião","3","1214"
"100503","Roliça","3","1005"
"121406","Ribeira de Nisa","3","1214"
"141615","Pombalinho","3","1416"
"101209","Usseira","3","1012"
"121303","Ponte de Sor","3","1213"
"141601","Abitureiras","3","1416"
"120602","Crato e Mártires","3","1206"
"101203","Olho Marinho","3","1012"
"141407","Outeiro da Cortiçada","3","1414"
"121404","Fortios","3","1214"
"101201","A dos Negros","3","1012"
"140116","Vale de Mós","3","1401"
"101403","Peniche (Conceição)","3","1014"
"101402","Atouguia da Baleia","3","1014"
"141610","Azoia de Cima","3","1416"
"101405","Serra D' El-Rei","3","1014"
"140701","Chamusca","3","1407"
"100612","São Gregório","3","1006"
"101401","Peniche (Ajuda)","3","1014"
"120605","Monte da Pedra","3","1206"
"101205","Óbidos (São Pedro)","3","1012"
"141603","Achete","3","1416"
"141622","São Vicente do Paul","3","1416"
"121305","Longomel","3","1213"
"140704","Ulme","3","1407"
"121401","Alagoa","3","1214"
"101206","Sobral da Lagoa","3","1012"
"120606","Vale do Peso","3","1206"
"101208","Gaeiras","3","1012"
"101406","Ferrel","3","1014"
"141408","Rio Maior","3","1414"
"141411","São Sebastião","3","1414"
"141405","Fráguas","3","1414"
"121403","Carreiras","3","1214"
"141623","Tremês","3","1416"
"141201","Azinhaga","3","1412"
"100615","Vidais","3","1006"
"101202","Amoreira","3","1012"
"121004","São Salvador da Aramenha","3","1210"
"140104","Bemposta","3","1401"
"101204","Óbidos (Santa Maria)","3","1012"
"141614","Pernes","3","1416"
"141608","Arneiro das Milhariças","3","1416"
"141628","Gançaria","3","1416"
"141626","Vaqueiros","3","1416"
"140703","Pinheiro Grande","3","1407"
"100602","Alvorninha","3","1006"
"120905","Margem","3","1209"
"100603","Caldas da Rainha (Nossa Senhora do Pópulo)","3","1006"
"121002","Santa Maria de Marvão","3","1210"
"100616","Caldas da Rainha (Santo Onofre)","3","1006"
"140110","São Facundo","3","1401"
"141901","Alcorochel","3","1419"
"141611","Casével","3","1416"
"140203","Espinheiro","3","1402"
"101207","Vau","3","1012"
"120604","Gáfete","3","1206"
"100608","Nadadouro","3","1006"
"121210","Tolosa","3","1212"
"140205","Malhou","3","1402"
"100105","Benedita","3","1001"
"140112","São Miguel do Rio Torto","3","1401"
"100605","Coto","3","1006"
"120903","Comenda","3","1209"
"121201","Alpalhão","3","1212"
"140109","Rossio Ao Sul do Tejo","3","1401"
"100606","Foz do Arelho","3","1006"
"141202","Golegã","3","1412"
"141903","Brogueira","3","1419"
"141607","Amiais de Baixo","3","1416"
"140707","Carregueira","3","1407"
"141910","Riachos","3","1419"
"121003","Santo António das Areias","3","1210"
"140111","Abrantes (São João)","3","1401"
"141401","Alcobertas","3","1414"
"141908","Parceiros de Igreja","3","1419"
"140803","Santa Margarida da Coutada","3","1408"
"100609","Salir de Matos","3","1006"
"100604","Carvalhal Benfeito","3","1006"
"140115","Tramagal","3","1401"
"140117","Concavada","3","1401"
"142003","Tancos","3","1420"
"100611","Santa Catarina","3","1006"
"140202","Bugalhos","3","1402"
"140103","Alvega","3","1401"
"141913","Torres Novas (Santa Maria)","3","1419"
"141602","Abrã","3","1416"
"142004","Vila Nova da Barquinha","3","1420"
"140204","Louriceira","3","1402"
"140107","Pego","3","1401"
"141604","Alcanede","3","1416"
"140201","Alcanena","3","1402"
"142005","Moita do Norte","3","1420"
"140210","Vila Moreira","3","1402"
"141917","Meia Via","3","1419"
"141001","São João Baptista","3","1410"
"120904","Gavião","3","1209"
"141002","Nossa Senhora de Fátima","3","1410"
"120901","Atalaia","3","1209"
"120504","São João Baptista","3","1205"
"121001","Beirã","3","1210"
"100114","Turquel","3","1001"
"100613","Serra do Bouro","3","1006"
"100614","Tornada","3","1006"
"140801","Constância","3","1408"
"141916","Zibreira","3","1419"
"140802","Montalvo","3","1408"
"140208","Monsanto","3","1402"
"141911","Ribeira Branca","3","1419"
"100116","Vimeiro","3","1001"
"140207","Moitas Venda","3","1402"
"120503","Santiago Maior","3","1205"
"141307","Ortiga","3","1413"
"142001","Atalaia","3","1420"
"100610","Salir do Porto","3","1006"
"120502","Santa Maria da Devesa","3","1205"
"141905","Lapas","3","1419"
"142002","Praia do Ribatejo","3","1420"
"140102","Alferrarede","3","1401"
"100102","Alfeizerão","3","1001"
"101607","Mendiga","3","1016"
"121203","Arez","3","1212"
"141915","Torres Novas (São Pedro)","3","1419"
"141704","Valhascos","3","1417"
"140108","Rio de Moinhos","3","1401"
"101604","Arrimal","3","1016"
"141912","Torres Novas (Salvador)","3","1419"
"140209","Serra de Santo António","3","1402"
"141906","Olaia","3","1419"
"140106","Mouriscas","3","1401"
"140105","Martinchel","3","1401"
"100112","São Martinho do Porto","3","1001"
"141802","Asseiceira","3","1418"
"100108","Évora de Alcobaça","3","1001"
"141909","Pedrógão","3","1419"
"121202","Amieira do Tejo","3","1212"
"121204","Espírito Santo","3","1212"
"101610","São Bento","3","1016"
"140113","Abrantes (São Vicente)","3","1401"
"100101","Alcobaça","3","1001"
"140206","Minde","3","1402"
"120902","Belver","3","1209"
"141809","Paialvo","3","1418"
"142101","Alburitel","3","1421"
"141810","Pedreira","3","1418"
"121205","Montalvão","3","1212"
"142111","Nossa Senhora das Misericórdias","3","1421"
"141304","Carvoeiro","3","1413"
"100403","São Mamede","3","1004"
"141302","Amêndoa","3","1413"
"142102","Atouguia","3","1421"
"141808","Olalhas","3","1418"
"100402","Reguengo do Fetal","3","1004"
"141805","Casais","3","1418"
"100931","Chainça","3","1009"
"100401","Batalha","3","1004"
"141816","Além da Ribeira","3","1418"
"100404","Golpilheira","3","1004"
"141801","Alviobeira","3","1418"
"142115","Nossa Senhora da Piedade","3","1421"
"050805","São Pedro do Esteval","3","0508"
"141107","Igreja Nova do Sobral","3","1411"
"141814","Sabacheira","3","1418"
"142113","Seiça","3","1421"
"142109","Gondemaria","3","1421"
"051101","Fratel","3","0511"
"100922","Santa Catarina da Serra","3","1009"
"141106","Ferreira do Zêzere","3","1411"
"050803","Peral","3","0508"
"100911","Cortes","3","1009"
"100903","Azoia","3","1009"
"100902","Arrabal","3","1009"
"100905","Barreira","3","1009"
"100118","Martingança","3","1001"
"142117","Cercal","3","1421"
"141109","Pias","3","1411"
"101003","Moita","3","1010"
"051002","São João do Peso","3","0510"
"141101","Águas Belas","3","1411"
"051003","Vila de Rei","3","0510"
"142107","Formigais","3","1421"
"142104","Caxarias","3","1421"
"051104","Vila Velha de Ródão","3","0511"
"142110","Olival","3","1421"
"051102","Perais","3","0511"
"100913","Maceira","3","1009"
"100110","Pataias","3","1001"
"100919","Parceiros","3","1009"
"141303","Cardigos","3","1413"
"141104","Chãos","3","1411"
"142112","Rio de Couros","3","1421"
"100912","Leiria","3","1009"
"141108","Paio Mendes","3","1411"
"051001","Fundada","3","0510"
"100920","Pousos","3","1009"
"141102","Areias","3","1411"
"050206","Cebolais de Cima","3","0502"
"142116","Matas","3","1421"
"100923","Santa Eufémia","3","1009"
"050219","Retaxo","3","0502"
"141105","Dornes","3","1411"
"100904","Barosa","3","1009"
"050908","Marmeleiro","3","0509"
"100907","Caranguejeira","3","1009"
"142114","Urqueira","3","1421"
"050910","Palhais","3","0509"
"050905","Cumeada","3","0509"
"142105","Espite","3","1421"
"051103","Sarnadas de Ródão","3","0511"
"142103","Casal dos Bernardos","3","1421"
"100914","Marrazes","3","1009"
"100906","Boa Vista","3","1009"
"050216","Monforte da Beira","3","0502"
"141103","Beco","3","1411"
"050802","Montes da Senhora","3","0508"
"100207","Rego da Murta","3","1002"
"050512","Rosmaninhal","3","0505"
"100927","Memória","3","1009"
"100205","Pelmá","3","1002"
"100921","Regueira de Pontes","3","1009"
"050804","Proença-a-Nova","3","0508"
"101502","Albergaria dos Doze","3","1015"
"100901","Amor","3","1009"
"142118","Ribeira do Farrio","3","1421"
"050909","Nesperal","3","0509"
"050914","Várzea dos Cavaleiros","3","0509"
"100915","Milagres","3","1009"
"050221","Santo André das Tojeiras","3","0502"
"050214","Malpica do Tejo","3","0502"
"142108","Freixianda","3","1421"
"100910","Colmeias","3","1009"
"101512","São Simão de Litém","3","1015"
"100206","Pussos","3","1002"
"101001","Marinha Grande","3","1010"
"050901","Cabeçudo","3","0509"
"050906","Ermida","3","0509"
"100918","Ortigosa","3","1009"
"050907","Figueiredo","3","0509"
"050904","Cernache do Bonjardim","3","0509"
"050203","Benquerenças","3","0502"
"100202","Alvaiázere","3","1002"
"101515","Meirinhas","3","1015"
"100916","Monte Real","3","1009"
"100203","Maçãs de Caminho","3","1002"
"100802","Arega","3","1008"
"050806","Sobreira Formosa","3","0508"
"100201","Almoster","3","1002"
"050801","Alvito da Beira","3","0508"
"050912","Sertã","3","0509"
"100924","Souto de Carpalhosa","3","1009"
"100926","Bidoeira de Cima","3","1009"
"050605","Isna","3","0506"
"101511","Santiago de Litém","3","1015"
"100930","Carreira","3","1009"
"050903","Castelo","3","0509"
"100908","Carvide","3","1009"
"101513","Vermoil","3","1015"
"050505","Ladoeiro","3","0505"
"100805","Bairradas","3","1008"
"050902","Carvalhal","3","0509"
"050515","Segura","3","0505"
"101002","Vieira de Leiria","3","1010"
"100204","Maçãs de Dona Maria","3","1002"
"100306","Pousaflores","3","1003"
"101504","Carnide","3","1015"
"050913","Troviscal","3","0509"
"050220","Salgueiro do Campo","3","0502"
"050207","Escalos de Baixo","3","0502"
"100925","Bajouca","3","1009"
"050607","Mosteiro","3","0506"
"050517","Zebreira","3","0505"
"050215","Mata","3","0502"
"050204","Cafede","3","0502"
"050210","Juncal do Campo","3","0502"
"100304","Chão de Couce","3","1003"
"101501","Abiul","3","1015"
"101514","Vila Cã","3","1015"
"101517","Ilha","3","1015"
"101301","Graça","3","1013"
"100917","Monte Redondo","3","1009"
"100302","Ansião","3","1003"
"050911","Pedrógão Pequeno","3","0509"
"100303","Avelar","3","1003"
"100804","Figueiró dos Vinhos","3","1008"
"050209","Freixial do Campo","3","0502"
"050201","Alcains","3","0502"
"101303","Vila Facaia","3","1013"
"050223","Sarzedas","3","0502"
"050611","Sobral","3","0506"
"050213","Lousa","3","0502"
"050604","Estreito","3","0506"
"061401","Cumeeira","3","0614"
"100801","Aguda","3","1008"
"050218","Póvoa de Rio de Moinhos","3","0502"
"050503","Idanha-a-Nova","3","0505"
"101508","Pelariga","3","1015"
"050217","Ninho do Açor","3","0502"
"050501","Alcafozes","3","0505"
"050601","Álvaro","3","0506"
"050509","Oledo","3","0505"
"050610","Sarnadas de São Simão","3","0506"
"050612","Vilar Barroco","3","0506"
"061208","Portela do Fojo","3","0612"
"050224","Sobral do Campo","3","0502"
"050507","Monfortinho","3","0505"
"050211","Lardosa","3","0502"
"061503","Degracias","3","0615"
"100301","Alvorge","3","1003"
"061205","Machio","3","0612"
"050504","Idanha-a-Velha","3","0505"
"050602","Amieira","3","0506"
"101510","Redinha","3","1015"
"091323","Torre do Terrenho","3","0913"
"181801","Arnas","3","1818"
"090412","Quintã de Pêro Martins","3","0904"
"090402","Almofala","3","0904"
"181810","Granjal","3","1818"
"181811","Lamosa","3","1818"
"011301","Carregosa","3","0113"
"180308","Gafanhão","3","1803"
"010928","Souto","3","0109"
"011305","Macieira de Sarnes","3","0113"
"090911","Pai Penela","3","0909"
"181605","Covas do Rio","3","1816"
"180320","Reriz","3","1803"
"090409","Freixeda do Torrão","3","0904"
"091310","Guilheiro","3","0913"
"010908","Fornos","3","0109"
"181802","Carregal","3","1818"
"011501","Arada","3","0115"
"010407","Chave","3","0104"
"010415","Rossas","3","0104"
"181816","Sernancelhe","3","1818"
"090904","Casteição","3","0909"
"010902","Arrifana","3","0109"
"010420","Várzea","3","0104"
"090414","Vale de Afonsinho","3","0904"
"180715","Peva","3","1807"
"011302","Cesar","3","0113"
"010404","Burgo","3","0104"
"180322","São Joaninho","3","1803"
"010419","Urrô","3","0104"
"010414","Moldes","3","0104"
"180704","Ariz","3","1807"
"010412","Janarde","3","0104"
"011303","Fajões","3","0113"
"090902","Barreira","3","0909"
"181813","Penso","3","1818"
"010914","Milheirós de Poiares","3","0109"
"182206","Vila Cova À Coelheira","3","1822"
"011504","Maceda","3","0115"
"182003","Granja Nova","3","1820"
"180416","Tendais","3","1804"
"180513","Meijinhos","3","1805"
"180510","Lalim","3","1805"
"010604","Pedorido","3","0106"
"180711","Nagosa","3","1807"
"010903","Canedo","3","0109"
"131720","Sermonde","3","1317"
"131715","Sandim","3","1317"
"180417","Travanca","3","1804"
"180507","Ferreirim","3","1805"
"010605","Raiva","3","0106"
"091416","Touça","3","0914"
"181209","Souto","3","1812"
"091410","Muxagata","3","0914"
"180708","Castelo","3","1807"
"180514","Melcões","3","1805"
"010609","Sobrado","3","0106"
"180104","Cimbres","3","1801"
"181207","Penela da Beira","3","1812"
"180512","Magueija","3","1805"
"182008","Ucanha","3","1820"
"010602","Fornos","3","0106"
"181913","Sendim","3","1819"
"180405","Ferreiros de Tendais","3","1804"
"180408","Moimenta","3","1804"
"181308","Ovadas","3","1813"
"180411","Ramires","3","1804"
"131721","Serzedo","3","1317"
"181902","Arcos","3","1819"
"182002","Gouviães","3","1820"
"131701","Arcozelo","3","1317"
"181208","Póvoa de Penela","3","1812"
"130405","Lomba","3","1304"
"131714","Perosinho","3","1317"
"180504","Britiande","3","1805"
"010608","São Martinho de Sardoura","3","0106"
"131705","Crestuma","3","1317"
"131708","Lever","3","1317"
"091403","Cedovim","3","0914"
"091414","Sebadelhe","3","0914"
"180114","São Cosmado","3","1801"
"180506","Cepões","3","1805"
"010607","Santa Maria de Sardoura","3","0106"
"101503","Almagreira","3","1015"
"140401","Alpiarça","3","1404"
"011601","São João da Madeira","3","0116"
"050609","Orvalho","3","0506"
"101302","Pedrógão Grande","3","1013"
"061402","Espinhal","3","0614"
"101506","Louriçal","3","1015"
"061404","Rabaçal","3","0614"
"101505","Carriço","3","1015"
"061510","Tapéus","3","0615"
"050514","São Miguel de Acha","3","0505"
"050603","Cambas","3","0506"
"050425","Soalheira","3","0504"
"100701","Castanheira de Pêra","3","1007"
"050407","Atalaia do Campo","3","0504"
"060508","Marinha das Ondas","3","0605"
"050409","Bogas de Baixo","3","0504"
"100803","Campelo","3","1008"
"060517","Borda do Campo","3","0605"
"060905","Vila Nova","3","0609"
"050212","Louriçal do Campo","3","0502"
"050511","Proença-a-Velha","3","0505"
"060410","Zambujal","3","0604"
"050202","Almaceda","3","0502"
"050422","Póvoa de Atalaia","3","0504"
"050222","São Vicente da Beira","3","0502"
"061403","Podentes","3","0614"
"060407","Furadouro","3","0604"
"061512","Vinha da Rainha","3","0615"
"050418","Janeiro de Cima","3","0504"
"100702","Coentral","3","1007"
"050502","Aldeia de Santa Margarida","3","0505"
"060601","Alvares","3","0606"
"050508","Monsanto","3","0505"
"050705","Bemposta","3","0507"
"050506","Medelim","3","0505"
"050410","Bogas de Cima","3","0504"
"050420","Orca","3","0504"
"050413","Castelo Novo","3","0504"
"060509","Paião","3","0605"
"050510","Penha Garcia","3","0505"
"050711","Salvador","3","0507"
"061505","Gesteira","3","0615"
"060901","Lamas","3","0609"
"061509","Soure","3","0615"
"050406","Alpedrinha","3","0504"
"061207","Pessegueiro","3","0612"
"060408","Sebal","3","0604"
"061001","Abrunheira","3","0610"
"060514","São Pedro","3","0605"
"061012","Verride","3","0610"
"060903","Rio Vide","3","0609"
"061013","Vila Nova da Barca","3","0610"
"050401","Alcaide","3","0504"
"060703","Lousã","3","0607"
"050419","Lavacolhos","3","0504"
"050414","Donas","3","0504"
"050412","Castelejo","3","0504"
"060705","Vilarinho","3","0607"
"060312","Cernache","3","0603"
"060902","Miranda do Corvo","3","0609"
"060301","Almalaguês","3","0603"
"060511","São Julião da Figueira da Foz","3","0605"
"050302","Aldeia de São Francisco de Assis","3","0503"
"050424","Silvares","3","0504"
"060513","Vila Verde","3","0605"
"050428","Vale de Prazeres","3","0504"
"061014","Ereira","3","0610"
"060701","Casal de Ermio","3","0607"
"060602","Cadafaz","3","0606"
"061501","Alfarelos","3","0615"
"061506","Granja do Ulmeiro","3","0615"
"050313","Ourondo","3","0503"
"060401","Anobra","3","0604"
"060307","Assafarge","3","0603"
"061209","Unhais-o-Velho","3","0612"
"060310","Castelo Viegas","3","0603"
"050427","Telhado","3","0504"
"060106","Cepos","3","0601"
"060702","Foz de Arouce","3","0607"
"060304","Antanhol","3","0603"
"050404","Aldeia de Joanes","3","0504"
"050431","Enxames","3","0504"
"050405","Aldeia Nova do Cabo","3","0504"
"060603","Colmeal","3","0606"
"050416","Fatela","3","0504"
"060512","Tavarede","3","0605"
"061009","Santo Varão","3","0610"
"050417","Fundão","3","0504"
"050304","Barco","3","0503"
"060904","Semide","3","0609"
